	participant	sentence_number	sentence_index	sentence_order	critical_reached	critical_index	critical_target	critical_distractor	critical_target_word	critical_distractor_word	target_length	condition	condition_label	ortho_similarity	phono_similarity	critical_target_freq	critical_distractor_freq	critical_target_word_freq	critical_distractor_word_freq	block_acc	block_RT	pair_distractor	pair_correct	target_pos	target_pos_verbose	resp	resp_verbose	resp_RT	resp_acc	prev_pos	prev_resp
9	101	1	9	0	1.0	9	柱	天	擎	天述	1.0	3	phon_sim	0	1	2.7412	5.104	1.0792	0.0	1	15423	呢	擎	0	L	0	L	694.97	1	1	1
20	101	2	6	72	1.0	6	文	作	的	作钙	1.0	4	both_dif	0	0	4.1522	4.8336	6.226	0.0	1	8144	所	的	0	L	0	L	359.17	1	1	1
26	101	3	3	21	1.0	3	殃	映	殃及	映及	2.0	2	orth_sim	1	0	2.0569	2.9689	1.3222	0.0	1	6352	映及	殃及	0	L	0	L	1684.89	1	1	1
36	101	5	5	8	1.0	5	拮	诘	拮据。	诘据	3.0	1	both_sim	1	1	1.1139	1.2304	0.0	0.0	1	8443	诘据。	拮据。	1	R	1	R	3494.61	1	0	0
46	101	7	5	32	1.0	5	息	鼻	连	鼻院	1.0	4	both_dif	0	0	4.2812	3.3753	3.8868	0.0	0	7207	从	连	1	R	0	L	948.1	0	0	0
56	101	9	1	73	1.0	1	治	置	就要	置病	2.0	3	phon_sim	0	1	4.077	3.9547	3.4598	0.0	1	4227	转向	就要	0	L	0	L	632.32	1	0	0
63	101	10	3	19	1.0	3	央	中	的是	中蓟	2.0	4	both_dif	0	0	2.9499	4.8435	0.0	0.0	1	8967	也是	的是	0	L	0	L	589.84	1	1	1
72	101	11	3	1	1.0	3	汪	注	就	注注	1.0	2	orth_sim	1	0	2.4048	4.1835	5.4419	0.0	1	8288	某	就	0	L	0	L	463.27	1	1	1
93	101	13	10	59	1.0	10	悉	息	熟悉	熟息	2.0	1	both_sim	1	1	3.1697	4.2812	3.0867	0.0	1	15521	熟息	熟悉	0	L	0	L	1537.84	1	0	0
99	101	14	3	5	1.0	3	栖	样	两	样	1.0	2	orth_sim	1	0	2.2148	5.2079	4.5632	3.3701	1	5479	不	两	0	L	0	L	526.36	1	1	1
106	101	15	4	6	1.0	4	仗	壹	很	壹	1.0	4	both_dif	0	0	2.9201	1.1461	5.3023	0.4771	1	6154	较	很	0	L	0	L	484.53	1	0	0
124	101	17	4	66	1.0	4	王	网	一个	网	2.0	3	phon_sim	0	1	3.9882	3.7744	5.0672	2.9133	1	5732	引起	一个	0	L	0	L	463.71	1	1	1
129	101	18	2	24	1.0	2	眩	头	得	头晕目迂	1.0	4	both_dif	0	0	2.2355	4.6908	5.022	0.0	1	10194	月	得	1	R	1	R	653.5	1	0	0
136	101	19	2	95	1.0	2	芹	苇	芹菜	苇菜	2.0	2	orth_sim	1	0	1.8062	1.7404	1.5682	0.0	1	10184	苇菜	芹菜	0	L	0	L	1201.1	1	0	0
149	101	20	7	29	1.0	7	沼	昭	的	昭泽	1.0	1	both_sim	1	1	2.6365	2.3284	6.226	0.0	1	12848	不	的	1	R	1	R	611.27	1	1	1
165	101	21	11	16	1.0	11	苛	厌	苛刻	厌刻	2.0	4	both_dif	0	0	2.4298	3.8762	2.2625	0.0	1	12194	厌刻.	苛刻.	1	R	1	R	1642.66	1	1	1
173	101	22	7	85	1.0	7	纹	纸	皱纹	皱纸	2.0	2	orth_sim	1	0	3.5379	3.7178	2.0828	0.0	1	9213	皱纸	皱纹	0	L	0	L	1074.21	1	1	1
201	101	25	18	91	1.0	18	哦	额	哦	额	1.0	3	phon_sim	0	1	4.8412	3.3137	4.8412	2.5682	1	22457	额,	哦,	1	R	1	R	2274.83	1	1	1
211	101	26	4	53	1.0	4	沐	汨	沐浴	汨浴	2.0	1	both_sim	1	1	2.1335	0.6021	2.0899	0.0	1	10784	汨浴	沐浴	1	R	1	R	1032.75	1	1	1
224	101	27	7	10	1.0	7	温	讫	属	讫哥华	1.0	4	both_dif	0	0	3.6838	0.6021	2.4639	0.0	1	9990	性	属	1	R	1	R	673.78	1	0	0
235	101	28	8	25	1.0	8	熬	痉	熬夜	痉夜	2.0	4	both_dif	0	0	3.006	2.2148	2.1004	0.0	1	11347	痉夜	熬夜	1	R	1	R	801.26	1	0	0
241	101	29	3	38	1.0	3	活	生	能够	生浊	2.0	1	both_sim	1	1	4.5825	5.2115	3.739	0.0	1	8118	最多	能够	1	R	1	R	822.07	1	0	0
250	101	30	4	69	1.0	4	柱	圆	你	圆述	1.0	3	phon_sim	0	1	2.7412	3.2613	6.1237	0.0	1	8475	曾	你	0	L	0	L	526.7	1	1	1
261	101	31	6	90	1.0	6	漆	漾	一片漆黑	一片漾黑	4.0	2	orth_sim	1	0	2.8669	1.4624	0.0	0.0	1	7161	一片漾黑.	一片漆黑.	0	L	0	L	927.19	1	0	0
269	101	32	7	37	1.0	7	嗜	嗡	不良	嗡好	2.0	2	orth_sim	1	0	2.49	2.3802	2.4362	0.0	1	9098	一下	不良	0	L	0	L	485.39	1	0	0
276	101	33	5	84	1.0	5	文	吻	文化	吻化	2.0	3	phon_sim	0	1	4.1522	3.6552	2.8762	0.0	1	6842	吻化	文化	0	L	0	L	569.6	1	1	1
283	101	34	5	83	1.0	5	响	晌	铃	晌了	1.0	1	both_sim	1	1	3.7749	0.4771	2.5289	0.0	1	6720	不	铃	0	L	0	L	779.44	1	0	0
305	101	37	5	88	1.0	5	硌	铬	石子	铬	2.0	1	both_sim	1	1	0.8451	1.4314	1.415	1.3979	1	9706	利于	石子	0	L	0	L	611.7	1	0	0
312	101	38	3	93	1.0	3	肢	四	一个	四值	2.0	3	phon_sim	0	1	2.7889	4.122	5.0672	0.0	1	11711	杀伤	一个	0	L	0	L	547.9	1	0	0
328	101	39	6	62	1.0	6	滴	淌	是	淌血	1.0	2	orth_sim	1	0	3.0378	2.1614	5.9767	0.0	1	8829	某	是	1	R	1	R	484.73	1	0	0
341	101	41	5	44	1.0	5	详	乾	能	乾细	1.0	3	phon_sim	0	1	3.0689	2.0253	5.2218	0.0	1	17535	暂	能	1	R	1	R	632.83	1	1	1
358	101	42	8	31	1.0	8	温	揾	温柔	揾柔	2.0	1	both_sim	1	1	3.6838	0.301	2.8014	0.0	1	8619	揾柔.	温柔.	0	L	0	L	842.91	1	1	1
368	101	43	9	77	1.0	9	碗	滋	碗	滋	1.0	4	both_dif	0	0	3.0588	3.0748	2.9112	2.0569	1	12171	滋	碗	0	L	0	L	443.2	1	0	0
376	101	45	3	47	1.0	3	烛	蜡	满了	蜡冲	2.0	2	orth_sim	1	0	2.8235	2.9325	0.0	0.0	1	7695	特别	满了	1	R	1	R	1074.7	1	0	0
383	101	46	4	7	1.0	4	耳	尔	的	尔机	1.0	3	phon_sim	0	1	3.5981	4.6158	6.226	0.0	1	9726	都	的	1	R	1	R	526.46	1	1	1
398	101	48	6	49	1.0	6	鸭	鸿	麻辣	鸿	2.0	2	orth_sim	1	0	2.8739	1.699	1.0	0.9542	1	8641	公共	麻辣	1	R	1	R	738.15	1	0	0
405	101	49	4	78	1.0	4	拒	剜	被	剜绝	1.0	4	both_dif	0	0	3.5422	0.9542	4.8175	0.0	1	6783	也	被	1	R	1	R	1074.89	1	0	0
409	101	50	1	60	1.0	1	分	珍	男朋友	珍手	3.0	3	phon_sim	0	1	4.6848	3.4747	3.3941	0.0	0	3291	为什么	男朋友	1	R	1	R	590.91	1	1	1
420	101	51	8	18	1.0	8	唯	为	唯唯诺诺。	为为诺诺	5.0	3	phon_sim	0	1	3.9755	5.3966	0.0	0.0	1	8707	为为诺诺。	唯唯诺诺。	1	R	1	R	1474.57	1	1	1
426	101	52	5	68	1.0	5	噪	音	很大	音音	2.0	4	both_dif	0	0	2.6902	4.2608	0.0	0.0	1	6150	一次	很大	0	L	0	L	506.74	1	1	1
437	101	53	9	75	1.0	9	健	挺	健身	挺身	2.0	2	orth_sim	1	0	3.6176	3.9033	2.6675	1.5051	1	8323	挺身.	健身.	1	R	1	R	590.19	1	0	0
444	101	54	6	23	1.0	6	守	寿	守	寿	1.0	1	both_sim	1	1	3.7948	2.8299	3.0997	2.5159	0	13435	寿	守	1	R	0	L	653.33	0	0	0
452	101	55	7	67	1.0	7	中	仲	中间	仲间	2.0	1	both_sim	1	1	4.8435	2.0645	3.2025	0.0	1	7957	仲间	中间	1	R	1	R	696.07	1	0	0
461	101	56	7	52	1.0	7	仪	仗	投影	仗	2.0	2	orth_sim	1	0	3.3851	2.9201	1.301	2.4265	1	8729	由于	投影	0	L	0	L	548.0	1	0	0
470	101	57	7	46	1.0	7	持	主	的	主远人	1.0	4	both_dif	0	0	4.2381	4.4568	6.226	0.0	1	8739	月	的	1	R	1	R	484.75	1	0	0
478	101	58	6	9	1.0	6	思	施	思念	施念	2.0	3	phon_sim	0	1	4.5423	3.5138	2.2148	0.0	1	10883	施念	思念	1	R	1	R	822.01	1	0	0
485	101	59	5	41	1.0	5	挤	剂	挤	剂	1.0	3	phon_sim	0	1	3.1578	3.4646	2.9528	2.9609	1	7880	剂	挤	0	L	0	L	716.4	1	1	1
497	101	60	8	30	1.0	8	抬	荫	抬	荫	1.0	4	both_dif	0	0	3.1749	1.959	3.0212	1.301	1	13297	荫	抬	1	R	1	R	738.09	1	0	0
508	101	61	6	35	1.0	6	蹭	嗳	蹭	嗳	1.0	2	orth_sim	1	0	2.4609	1.3802	2.1523	1.3802	1	8873	嗳	蹭	1	R	1	R	927.17	1	1	1
516	101	62	5	27	1.0	5	椅	倌	把	倌子	1.0	2	orth_sim	1	0	3.3255	1.0792	5.0953	0.0	1	6711	很	把	0	L	0	L	527.05	1	0	0
525	101	64	6	42	1.0	6	缉	几	成为	几	2.0	3	phon_sim	0	1	2.8274	4.4647	4.0016	4.3508	1	13380	最大	成为	0	L	0	L	611.11	1	1	1
540	101	65	11	13	1.0	11	提	忘	提	忘	1.0	4	both_dif	0	0	4.3807	4.1108	3.7229	3.8525	1	13656	忘	提	0	L	0	L	590.22	1	0	0
552	101	67	7	14	1.0	7	溪	昔	溪流	昔流	2.0	3	phon_sim	0	1	2.5079	2.4362	1.2553	0.0	1	10367	昔流	溪流	0	L	0	L	1032.39	1	1	1
563	101	68	8	34	1.0	8	搪	塘	搪塞	塘塞	2.0	1	both_sim	1	1	1.716	2.2856	1.5315	0.0	1	14251	塘塞	搪塞	0	L	0	L	1601.38	1	0	0
570	101	69	5	56	1.0	5	铝	铬	要用	铬	2.0	2	orth_sim	1	0	2.0828	1.4314	0.0	1.3979	1	11988	立即	要用	1	R	1	R	590.8	1	1	1
583	101	70	10	76	1.0	10	憎	轧	憎恶。	轧恶	3.0	4	both_dif	0	0	2.7067	1.7709	0.0	0.0	1	12570	轧恶。	憎恶。	1	R	1	R	863.69	1	0	0
589	101	71	5	28	1.0	5	沿	泱	沿岸	泱岸	2.0	1	both_sim	1	1	2.943	0.7782	1.5441	0.0	1	8587	泱岸	沿岸	0	L	0	L	1410.78	1	0	0
595	101	72	3	48	1.0	3	根	感	的	感	1.0	3	phon_sim	0	1	4.2766	4.7857	6.226	3.4911	1	5167	除	的	0	L	0	L	548.39	1	0	0
604	101	73	7	89	1.0	7	昏	杳	昏暗	杳暗	2.0	2	orth_sim	1	0	3.273	1.3424	1.6128	0.0	1	8739	杳暗	昏暗	1	R	1	R	821.67	1	1	1
614	101	74	8	4	1.0	8	滥	溢	滥用	溢用	2.0	2	orth_sim	1	0	2.7404	2.4698	2.3324	0.0	1	12857	溢用.	滥用.	1	R	1	R	1831.45	1	1	1
617	101	75	2	54	1.0	2	俯	副	俯身	副身	2.0	3	phon_sim	0	1	2.4829	3.574	1.4914	0.0	1	7378	副身	俯身	1	R	1	R	1348.81	1	1	1
628	101	76	7	26	1.0	7	演	淹	的	淹员	1.0	1	both_sim	1	1	4.3687	2.7731	6.226	0.0	1	9582	是	的	1	R	1	R	527.62	1	1	1
636	101	77	6	81	1.0	6	弹	郁	子弹	子郁	2.0	4	both_dif	0	0	4.0592	3.0993	3.3959	0.0	1	9108	子郁	子弹	0	L	0	L	548.51	1	1	1
648	101	78	8	40	1.0	8	红	粉	成	粉淤	1.0	4	both_dif	0	0	3.8742	3.5604	4.0983	0.0	1	9872	从	成	0	L	0	L	948.3	1	0	0
654	101	79	3	94	1.0	3	昆	昱	都是	昱虫	2.0	2	orth_sim	1	0	2.7259	1.3222	0.0	0.0	1	5010	也是	都是	0	L	0	L	968.87	1	1	1
660	101	80	4	36	1.0	4	饺	搅	吃	搅子	1.0	3	phon_sim	0	1	1.9542	3.0763	4.4458	0.0	1	6618	院	吃	1	R	1	R	506.58	1	0	0
679	101	83	9	87	1.0	9	慰	沧	安慰	安沧	2.0	4	both_dif	0	0	3.1284	1.6021	2.8927	0.0	1	12619	安沧	安慰	0	L	0	L	968.9	1	0	0
700	101	85	14	3	1.0	14	荧	莹	荧光	莹光	2.0	1	both_sim	1	1	2.2041	1.1761	1.7324	0.0	1	24273	莹光	荧光	1	R	1	R	2884.27	1	1	1
708	101	86	6	55	1.0	6	荞	婴	一份	婴麦	2.0	4	both_dif	0	0	1.415	3.2243	0.0	0.0	1	9576	也是	一份	0	L	0	L	548.62	1	0	0
717	101	87	6	79	1.0	6	哇	桂	哇	桂	1.0	2	orth_sim	1	0	4.0156	2.3802	3.9979	1.5051	1	10603	桂	哇	0	L	0	L	1243.11	1	1	1
723	101	88	0	61	1.0	0	浩	郝	大军	郝郝荡荡	2.0	3	phon_sim	0	1	2.7284	2.301	1.9345	0.0	1	4774	ＸＸ	大军	0	L	0	L	464.41	1		
734	101	89	6	39	1.0	6	诽	废	诽谤	废谤	2.0	3	phon_sim	0	1	2.2201	3.5746	2.1761	0.0	1	8054	废谤	诽谤	0	L	0	L	1200.94	1	0	0
744	101	90	8	86	1.0	8	训	讹	训	讹	1.0	2	orth_sim	1	0	3.7087	1.3617	2.2355	0.6021	1	11145	讹	训	1	R	1	R	1074.48	1	0	0
752	101	91	5	70	1.0	5	肢	筵	有	筵体	1.0	4	both_dif	0	0	2.7889	1.2788	5.4611	0.0	1	8547	者	有	1	R	1	R	653.34	1	0	0
762	101	92	7	57	1.0	7	棋	下	人	下骐	1.0	1	both_sim	1	1	2.8228	5.1863	5.2898	0.0	1	10786	按	人	0	L	0	L	610.8	1	1	1
769	101	93	4	45	1.0	4	温	闻	温度	闻度	2.0	3	phon_sim	0	1	3.6838	3.8913	2.6304	0.0	1	8164	闻度	温度	0	L	0	L	527.58	1	0	0
780	101	94	6	20	1.0	6	岗	意	山	意	1.0	4	both_dif	0	0	2.7832	5.0143	3.345	3.292	1	7933	都	山	1	R	1	R	611.04	1	0	0
785	101	95	2	63	1.0	2	宛	苛	的	苛如	1.0	2	orth_sim	1	0	2.1399	2.4298	6.226	0.0	1	7313	还	的	0	L	0	L	632.25	1	0	0
813	102	3	3	84	1.0	3	殃	洋	殃及	洋及	2.0	3	phon_sim	0	1	2.0569	3.3473	1.3222	0.0	1	5583	洋及	殃及	0	L	0	L	696.47	1	0	0
829	102	5	5	87	1.0	5	拮	按	拮据。	按据	3.0	2	orth_sim	1	0	1.1139	3.8345	0.0	0.0	1	9734	按据。	拮据。	0	L	0	L	1643.89	1	0	0
835	102	6	5	30	1.0	5	酩	明	酩酊大醉。	明酊大醉	5.0	3	phon_sim	0	1	1.7993	4.8435	0.0	0.0	1	9083	明酊大醉。	酩酊大醉。	1	R	1	R	2276.4	1	0	0
841	102	7	5	16	1.0	5	息	鼻	连	鼻悉	1.0	1	both_sim	1	1	4.2812	3.3753	3.8868	0.0	1	15967	从	连	1	R	1	R	1938.81	1	1	1
857	102	8	10	0	1.0	10	枉	狙	冤枉	冤狙	2.0	4	both_dif	0	0	2.2041	2.6875	2.0414	0.0	0	22250	冤狙,	冤枉,	0	L	0	L	758.5	1	0	0
860	102	9	1	72	1.0	1	治	阉	就要	阉病	2.0	4	both_dif	0	0	4.077	2.1303	3.4598	0.0	1	5100	转向	就要	1	R	1	R	759.61	1	1	1
867	102	10	3	2	1.0	3	央	中	的是	中泱	2.0	1	both_sim	1	1	2.9499	4.8435	0.0	0.0	1	13534	也是	的是	1	R	1	R	822.76	1	1	1
891	102	13	10	42	1.0	10	悉	恙	熟悉	熟恙	2.0	2	orth_sim	1	0	3.1697	2.2068	3.0867	0.0	1	22683	熟恙	熟悉	0	L	0	L	1222.54	1	1	1
897	102	14	3	13	1.0	3	栖	七	两	七	1.0	3	phon_sim	0	1	2.2148	3.6121	4.5632	3.2949	1	5283	不	两	1	R	1	R	506.23	1	0	0
904	102	15	4	85	1.0	4	仗	丈	很	丈	1.0	1	both_sim	1	1	2.9201	3.795	5.3023	1.3979	1	14250	较	很	0	L	0	L	3224.8	1	1	1
918	102	16	11	48	1.0	11	殃	汽	遭殃	遭汽	2.0	4	both_dif	0	0	2.0569	3.5573	1.9085	0.0	1	11933	遭汽	遭殃	1	R	1	R	1032.62	1	0	0
924	102	17	4	60	1.0	4	王	骥	一个	骥	2.0	4	both_dif	0	0	3.9882	0.699	5.0672	0.4771	1	6566	引起	一个	1	R	1	R	611.72	1	1	1
929	102	18	2	90	1.0	2	眩	头	得	头晕目铉	1.0	1	both_sim	1	1	2.2355	4.6908	5.022	0.0	1	6800	月	得	1	R	1	R	802.05	1	0	0
936	102	19	2	75	1.0	2	芹	欣	芹菜	欣菜	2.0	3	phon_sim	0	1	1.8062	3.2718	1.5682	0.0	1	8816	欣菜	芹菜	1	R	1	R	1665.87	1	1	1
949	102	20	7	6	1.0	7	沼	沿	的	沿泽	1.0	2	orth_sim	1	0	2.6365	2.943	6.226	0.0	1	24966	不	的	1	R	1	R	2612.91	1	0	0
965	102	21	11	39	1.0	11	苛	苑	苛刻	苑刻	2.0	2	orth_sim	1	0	2.4298	1.9731	2.2625	0.0	1	14167	苑刻.	苛刻.	0	L	0	L	906.41	1	0	0
973	102	22	7	20	1.0	7	纹	丸	皱纹	皱丸	2.0	3	phon_sim	0	1	3.5379	2.8871	2.0828	0.0	1	11450	皱丸	皱纹	0	L	0	L	443.03	1	1	1
989	102	24	10	73	1.0	10	喋	达	喋喋不休	达达不休	4.0	3	phon_sim	0	1	2.4829	4.2152	2.1614	0.0	0	16933	达达不休	喋喋不休	1	R	1	R	822.88	1	1	1
998	102	26	4	49	1.0	4	沐	汪	沐浴	汪浴	2.0	2	orth_sim	1	0	2.1335	2.4048	2.0899	0.0	0	10100	汪浴	沐浴	0	L	0	L	1707.76	1	0	0
1007	102	27	7	22	1.0	7	温	湾	属	湾哥华	1.0	1	both_sim	1	1	3.6838	2.8899	2.4639	0.0	1	13000	性	属	0	L	0	L	2592.71	1	1	1
1015	102	29	3	69	1.0	3	活	生	能够	生恬	2.0	2	orth_sim	1	0	4.5825	5.2115	3.739	0.0	1	65950	最多	能够	1	R	1	R	3499.38	1	0	0
1030	102	31	6	29	1.0	6	漆	七	一片漆黑	一片七黑	4.0	3	phon_sim	0	1	2.8669	3.6121	0.0	0.0	1	6267	一片七黑.	一片漆黑.	0	L	0	L	527.76	1	0	0
1038	102	32	7	61	1.0	7	嗜	式	不良	式好	2.0	3	phon_sim	0	1	2.49	4.0843	2.4362	0.0	1	10017	一下	不良	1	R	1	R	759.68	1	0	0
1045	102	33	5	14	1.0	5	文	躯	文化	躯化	2.0	4	both_dif	0	0	4.1522	2.5599	2.8762	0.0	1	9767	躯化	文化	1	R	1	R	759.28	1	1	1
1052	102	34	5	41	1.0	5	响	呐	铃	呐了	1.0	2	orth_sim	1	0	3.7749	3.2266	2.5289	0.0	1	8500	不	铃	1	R	1	R	590.79	1	0	0
1063	102	36	5	8	1.0	5	桂	桧	是	桧	1.0	1	both_sim	1	1	2.3802	0.301	5.9767	0.301	1	10683	局	是	1	R	1	R	463.68	1	0	0
1071	102	37	5	28	1.0	5	硌	铵	石子	铵	2.0	2	orth_sim	1	0	0.8451	1.6021	1.415	1.2304	1	8151	利于	石子	1	R	1	R	590.8	1	1	1
1092	102	41	5	23	1.0	5	详	抑	能	抑细	1.0	4	both_dif	0	0	3.0689	3.0039	5.2218	0.0	1	14767	暂	能	1	R	1	R	822.75	1	1	1
1109	102	42	8	33	1.0	8	温	揭	温柔	揭柔	2.0	2	orth_sim	1	0	3.6838	3.232	2.8014	0.0	1	8300	揭柔.	温柔.	1	R	1	R	633.12	1	0	0
1120	102	45	3	79	1.0	3	烛	蜡	满了	蜡酌	2.0	3	phon_sim	0	1	2.8235	2.9325	0.0	0.0	1	5050	特别	满了	1	R	1	R	443.21	1	0	0
1127	102	46	4	18	1.0	4	耳	叫	的	叫机	1.0	4	both_dif	0	0	3.5981	4.6156	6.226	0.0	1	8833	都	的	0	L	0	L	380.48	1	0	0
1140	102	47	8	65	1.0	8	饿	娣	有点	娣	2.0	2	orth_sim	1	0	3.5232	1.7482	3.7706	0.301	1	10367	继续	有点	1	R	1	R	1160.21	1	1	1
1149	102	48	6	62	1.0	6	鸭	丫	麻辣	丫	2.0	3	phon_sim	0	1	2.8739	2.705	1.0	2.2068	1	9533	公共	麻辣	0	L	0	L	948.98	1	0	0
1156	102	49	4	27	1.0	4	拒	巨	被	巨绝	1.0	1	both_sim	1	1	3.5422	3.4947	4.8175	0.0	1	8583	也	被	0	L	0	L	1222.96	1	0	0
1160	102	50	1	43	1.0	1	分	揠	男朋友	揠手	3.0	4	both_dif	0	0	4.6848	0.301	3.3941	0.0	1	9084	为什么	男朋友	0	L	0	L	549.26	1	0	0
1176	102	51	8	71	1.0	8	唯	衷	唯唯诺诺。	衷衷诺诺	5.0	4	both_dif	0	0	3.9755	2.8209	0.0	0.0	1	11900	衷衷诺诺。	唯唯诺诺。	0	L	0	L	1623.04	1	1	1
1182	102	52	5	9	1.0	5	噪	燥	很大	燥音	2.0	1	both_sim	1	1	2.6902	2.4548	0.0	0.0	1	8132	一次	很大	0	L	0	L	589.96	1	1	1
1193	102	53	9	51	1.0	9	健	剑	健身	剑身	2.0	3	phon_sim	0	1	3.6176	3.187	2.6675	0.0	1	9799	剑身.	健身.	1	R	1	R	823.04	1	0	0
1200	102	54	6	74	1.0	6	守	安	守	安	1.0	2	orth_sim	1	0	3.7948	4.6203	3.0997	3.2398	0	7665	安	守	1	R	0	L	696.64	0	1	1
1208	102	55	7	66	1.0	7	中	伪	中间	伪间	2.0	2	orth_sim	1	0	4.8435	3.2603	3.2025	0.0	1	9533	伪间	中间	0	L	0	L	800.88	1	1	1
1217	102	56	7	7	1.0	7	仪	颐	投影	颐	2.0	3	phon_sim	0	1	3.3851	1.6902	1.301	1.4314	1	7983	由于	投影	0	L	0	L	611.7	1	1	1
1226	102	57	7	11	1.0	7	持	主	的	主峙人	1.0	1	both_sim	1	1	4.2381	4.4568	6.226	0.0	1	9117	月	的	1	R	1	R	717.37	1	0	0
1234	102	58	6	45	1.0	6	思	漾	思念	漾念	2.0	4	both_dif	0	0	4.5423	1.4624	2.2148	0.0	1	8450	漾念	思念	0	L	0	L	863.84	1	1	1
1241	102	59	5	82	1.0	5	挤	纨	挤	纨	1.0	4	both_dif	0	0	3.1578	1.3979	2.9528	0.4771	1	9483	纨	挤	0	L	0	L	675.47	1	0	0
1254	102	61	6	21	1.0	6	蹭	成	蹭	成	1.0	3	phon_sim	0	1	2.4609	4.7878	2.1523	4.0983	1	9267	成	蹭	0	L	0	L	864.97	1	0	0
1262	102	62	5	95	1.0	5	椅	乙	把	乙子	1.0	3	phon_sim	0	1	3.3255	2.3385	5.0953	0.0	1	7067	很	把	0	L	0	L	653.58	1	1	1
1266	102	63	2	91	1.0	2	促	捉	可以	捉进	2.0	2	orth_sim	1	0	2.8261	3.1065	4.8987	0.0	1	8233	其次	可以	1	R	1	R	1264.97	1	1	1
1277	102	64	6	52	1.0	6	缉	赝	成为	赝	2.0	4	both_dif	0	0	2.8274	1.9912	4.0016	0.0	1	12467	最大	成为	1	R	1	R	844.08	1	0	0
1292	102	65	11	34	1.0	11	提	惕	提	惕	1.0	1	both_sim	1	1	4.3807	2.5302	3.7229	1.0	1	13334	惕	提	0	L	0	L	632.29	1	1	1
1300	102	66	5	46	1.0	5	唱	娼	唱歌	娼歌	2.0	1	both_sim	1	1	4.0763	2.0414	3.2017	0.0	1	7150	娼歌.	唱歌.	1	R	1	R	1117.47	1	0	0
1308	102	67	7	57	1.0	7	溪	晏	溪流	晏流	2.0	4	both_dif	0	0	2.5079	0.301	1.2553	0.0	1	9666	晏流	溪流	1	R	1	R	843.96	1	1	1
1319	102	68	8	55	1.0	8	搪	揖	搪塞	揖塞	2.0	2	orth_sim	1	0	1.716	0.301	1.5315	0.0	1	12233	揖塞	搪塞	0	L	0	L	1328.61	1	0	0
1326	102	69	5	31	1.0	5	铝	礼	要用	礼	2.0	3	phon_sim	0	1	2.0828	4.1694	0.0	2.9315	1	9083	立即	要用	1	R	1	R	822.28	1	0	0
1339	102	70	10	56	1.0	10	憎	僧	憎恶。	僧恶	3.0	1	both_sim	1	1	2.7067	2.1847	0.0	0.0	1	32183	僧恶。	憎恶。	1	R	1	R	1559.45	1	0	0
1345	102	71	5	3	1.0	5	沿	治	沿岸	治岸	2.0	2	orth_sim	1	0	2.943	4.077	1.5441	0.0	0	11917	治岸	沿岸	0	L	1	R	4929.94	0	0	0
1349	102	72	3	4	1.0	3	根	肟	的	肟	1.0	4	both_dif	0	0	4.2766	0.4771	6.226	0.4771	1	6217	除	的	0	L	0	L	443.14	1	1	1
1361	102	74	8	10	1.0	8	滥	烂	滥用	烂用	2.0	3	phon_sim	0	1	2.7404	3.5948	2.3324	0.0	1	10600	烂用.	滥用.	0	L	0	L	1053.73	1	1	1
1364	102	75	2	67	1.0	2	俯	剜	俯身	剜身	2.0	4	both_dif	0	0	2.4829	0.9542	1.4914	0.0	1	7167	剜身	俯身	1	R	1	R	1243.9	1	1	1
1380	102	77	6	58	1.0	6	弹	禅	子弹	子禅	2.0	2	orth_sim	1	0	4.0592	2.1492	3.3959	0.0	1	11000	子禅	子弹	0	L	0	L	759.0	1	0	0
1392	102	78	8	37	1.0	8	红	粉	成	粉讧	1.0	1	both_sim	1	1	3.8742	3.5604	4.0983	0.0	1	10267	从	成	0	L	0	L	422.63	1	0	0
1398	102	79	3	68	1.0	3	昆	困	都是	困虫	2.0	3	phon_sim	0	1	2.7259	3.7434	0.0	0.0	1	4883	也是	都是	0	L	0	L	590.41	1	1	1
1404	102	80	4	92	1.0	4	饺	尹	吃	尹子	1.0	4	both_dif	0	0	1.9542	2.1399	4.4458	0.0	1	7049	院	吃	1	R	1	R	527.34	1	1	1
1413	102	81	6	80	1.0	6	娟	弋	娟	弋	1.0	4	both_dif	0	0	1.9494	0.7782	1.7924	0.301	1	9300	弋,	娟,	0	L	0	L	463.98	1	0	0
1423	102	82	6	77	1.0	6	铅	乾	好的	乾笔	2.0	3	phon_sim	0	1	2.6571	2.0253	0.0	0.0	1	10434	因此	好的	0	L	0	L	1012.32	1	1	1
1434	102	83	9	5	1.0	9	慰	熨	安慰	安熨	2.0	1	both_sim	1	1	3.1284	2.1703	2.8927	0.0	1	16583	安熨	安慰	0	L	0	L	1433.16	1	0	0
1444	102	84	7	93	1.0	7	脐	胺	脐带	胺带	2.0	2	orth_sim	1	0	2.2304	2.2201	1.7924	0.0	1	8316	胺带.	脐带.	1	R	1	R	906.5	1	1	1
1459	102	85	14	40	1.0	14	荧	荤	荧光	荤光	2.0	2	orth_sim	1	0	2.2041	1.4314	1.7324	0.0	1	18600	荤光	荧光	0	L	0	L	1265.38	1	0	0
1467	102	86	6	89	1.0	6	荞	茬	一份	茬麦	2.0	1	both_sim	1	1	1.415	2.1523	0.0	0.0	1	8283	也是	一份	1	R	1	R	549.33	1	1	1
